title,date,severity,summary,link,year
XWiki Platform Web Parent POM vulnerable to XSS in the attachment history,2022-09-16 17:05:12+00:00,High,"CVE-2022-36094was published
                        fororg.xwiki.platform:xwiki-platform-web(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-mxf2-4r22-5hq9,2022
Smarty Cross-site Scripting vulnerability in pages that use smarty_function_mailto,2022-09-16 00:00:39+00:00,Moderate,"CVE-2018-25047was published
                        forsmarty/smarty(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-hwq7-5vv9-c6cf,2022
steal vulnerable to Prototype Pollution via requestedVersion variable,2022-09-16 00:00:39+00:00,Critical,"CVE-2022-37257was published
                        forsteal(npm)Sep 16, 2022",https://github.com/advisories/GHSA-93q5-3xpc-8vg3,2022
steal vulnerable to Prototype Pollution via key variable in babel.js,2022-09-16 00:00:39+00:00,Critical,"CVE-2022-37266was published
                        forsteal(npm)Sep 16, 2022",https://github.com/advisories/GHSA-vwhq-pm3r-fjm9,2022
ThinkPHP deserialization vulnerability,2022-09-16 00:00:39+00:00,Critical,"CVE-2022-38352was published
                        fortopthink/framework(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-qjjj-7g7h-54v3,2022
"parse-url parses http URLs incorrectly, making it vulnerable to host name spoofing",2022-09-16 00:00:39+00:00,Moderate,"CVE-2022-3224was published
                        forparse-url(npm)Sep 16, 2022",https://github.com/advisories/GHSA-pqw5-jmp5-px4v,2022
Pimcore vulnerable to stored stored Cross-site Scripting via`properties` when creating new users,2022-09-16 00:00:39+00:00,Moderate,"CVE-2022-3211was published
                        forpimcore/pimcore(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-4849-x3jx-45qr,2022
rdiffweb CSRF vulnerability in profile's SSH keys can lead to unauthorized access,2022-09-16 00:00:39+00:00,High,"CVE-2022-3221was published
                        forrdiffweb(pip)Sep 16, 2022",https://github.com/advisories/GHSA-vq4h-xrwc-m639,2022
steal vulnerable to Prototype Pollution via optionName variable,2022-09-16 00:00:36+00:00,Critical,"CVE-2022-37264was published
                        forsteal(npm)Sep 16, 2022",https://github.com/advisories/GHSA-8f8g-9j73-7p82,2022
steal vulnerable to Regular Expression Denial of Service via source and sourceWithComments,2022-09-16 00:00:36+00:00,High,"CVE-2022-37262was published
                        forsteal(npm)Sep 16, 2022",https://github.com/advisories/GHSA-28v4-jf82-jvj8,2022
steal vulnerable to Regular Expression Denial of Service via input variable in main.js,2022-09-16 00:00:31+00:00,Low,"CVE-2022-37260was published
                        forsteal(npm)Sep 16, 2022",https://github.com/advisories/GHSA-7f3x-2wcx-hww8,2022
Eclipse Milo vulnerable to Resource Exhaustion (Denial of Service),2022-09-15 03:35:46+00:00,High,"CVE-2022-25897was published
                        fororg.eclipse.milo:sdk-server(Maven)Sep 15, 2022",https://github.com/advisories/GHSA-fph9-f5r6-vhqf,2022
NVFLARE unsafe deserialization due to Pickle,2022-08-31 22:29:27+00:00,Critical,"CVE-2022-34668was published
                        fornvflare(pip)Aug 31, 2022",https://github.com/advisories/GHSA-6qv6-q77g-7qm6,2022
Improper Control of Generation of Code ('Code Injection') in mdx-mermaid,2022-08-31 22:26:11+00:00,Low,"CVE-2022-36036was published
                        formdx-mermaid(npm)Aug 31, 2022",https://github.com/advisories/GHSA-rvgm-35jw-q628,2022
Polynomial regular expression used on uncontrolled data in nitrado.js,2022-08-31 22:23:39+00:00,High,"CVE-2022-36034was published
                        fornitrado.js(npm)Aug 31, 2022",https://github.com/advisories/GHSA-vqc4-v8hc-h2jg,2022
PrestaShop Product Comments Cross-site Scripting vulnerability,2022-08-31 21:27:38+00:00,Moderate,"CVE-2022-35933was published
                        forprestashop/productcomments(Composer)Aug 31, 2022",https://github.com/advisories/GHSA-prrh-qvhf-x788,2022
Denial of service due to incorrect application of event authorization rules,2022-08-31 21:25:37+00:00,High,"CVE-2022-31152was published
                        formatrix-synapse(pip)Aug 31, 2022",https://github.com/advisories/GHSA-jhjh-776m-4765,2022
x-data-spreadsheet through 1.1.9 vulnerable to Cross-site Scripting,2022-08-31 00:00:24+00:00,Moderate,"CVE-2022-25646was published
                        forx-data-spreadsheet(npm)Aug 31, 2022",https://github.com/advisories/GHSA-x5cw-843f-r366,2022
Uncontrolled Resource Consumption in snakeyaml,2022-08-31 00:00:24+00:00,High,"CVE-2022-25857was published
                        fororg.yaml:snakeyaml(Maven)Aug 31, 2022",https://github.com/advisories/GHSA-3mc7-4q67-w48m,2022
LibreNMS vulnerable to Cross-Site Scripting (XSS),2022-08-31 00:00:19+00:00,Moderate,"CVE-2022-36745was published
                        forlibrenms/librenms(Composer)Aug 31, 2022",https://github.com/advisories/GHSA-5229-94p3-7wwq,2022
Broken Authorization in ZITADEL Actions,2022-08-30 20:54:28+00:00,High,"CVE-2022-36051was published
                        forgithub.com/zitadel/zitadel(Go)Aug 30, 2022",https://github.com/advisories/GHSA-c8fj-4pm8-mp2c,2022
Captcha Bypass in strapi-plugin-ezforms,2022-08-30 20:54:12+00:00,Moderate,"GHSA-8mgq-6r2q-82w9was published
                        forstrapi-plugin-ezforms(npm)Aug 30, 2022",https://github.com/advisories/GHSA-8mgq-6r2q-82w9,2022
Cross-site scripting from content entered in the tags and multiselect fields,2022-08-30 20:53:03+00:00,High,"GHSA-rv3r-vqjj-8c76was published
                        forgetkirby/cms(Composer)Aug 30, 2022",https://github.com/advisories/GHSA-rv3r-vqjj-8c76,2022
Denial of service through string value parsing,2022-08-30 20:52:31+00:00,Moderate,"CVE-2022-36055was published
                        forhelm.sh/helm/v3(Go)Aug 30, 2022",https://github.com/advisories/GHSA-7hfp-qfw3-5jxh,2022
Unexpected server crash in Next.js,2022-08-30 20:38:34+00:00,Moderate,"CVE-2022-36046was published
                        fornext(npm)Aug 30, 2022",https://github.com/advisories/GHSA-wff4-fpwg-qqv3,2022
Cryptographically weak PRNG in `utils.generateUUID`,2022-08-30 20:38:10+00:00,Critical,"CVE-2022-36045was published
                        fornodebb(npm)Aug 30, 2022",https://github.com/advisories/GHSA-p4cc-w597-6cpm,2022
Command Injection in moment-timezone,2022-08-30 20:31:21+00:00,Low,"GHSA-56x4-j7p9-fcf9was published
                        formoment-timezone(npm)Aug 30, 2022",https://github.com/advisories/GHSA-56x4-j7p9-fcf9,2022
Cleartext Transmission of Sensitive Information in moment-timezone,2022-08-30 20:28:43+00:00,Moderate,"GHSA-v78c-4p63-2j6cwas published
                        formoment-timezone(npm)Aug 30, 2022",https://github.com/advisories/GHSA-v78c-4p63-2j6c,2022
Directus vulnerable to unhandled exception on illegal filename_disk value,2022-08-30 20:18:48+00:00,Moderate,"CVE-2022-36031was published
                        fordirectus(npm)Aug 30, 2022",https://github.com/advisories/GHSA-77qm-wvqq-fg79,2022
Network Policies & (Clusterwide) Cilium Network Policies with namespace label selectors may unexpectedly select pods with maliciously crafted labels,2022-08-30 20:06:02+00:00,Moderate,"GHSA-pfhr-pccp-hwmhwas published
                        forgithub.com/cilium/cilium(Go)Aug 30, 2022",https://github.com/advisories/GHSA-pfhr-pccp-hwmh,2022
iana-time-zone vulnerable to use after free in MacOS / iOS implementation,2022-08-30 19:55:41+00:00,Moderate,"GHSA-3fg9-hcq5-vxrcwas published
                        foriana-time-zone(Rust)Aug 30, 2022",https://github.com/advisories/GHSA-3fg9-hcq5-vxrc,2022
gomatrixserverlib and Dendrite vulnerable to incorrect parsing of the event default power level in event auth,2022-08-30 19:54:34+00:00,Moderate,"CVE-2022-36009was published
                        forgithub.com/matrix-org/dendrite(Go)Aug 30, 2022",https://github.com/advisories/GHSA-grvv-h2f9-7v9c,2022
mz-avro's incorrect use of `set_len` allows for un-initialized memory,2022-08-30 19:53:54+00:00,Moderate,"GHSA-jwh2-vrr9-vcp2was published
                        formz-avro(Rust)Aug 30, 2022",https://github.com/advisories/GHSA-jwh2-vrr9-vcp2,2022
snipe-it vulnerable to cross-site scripting (XSS),2022-08-30 00:00:29+00:00,Moderate,"CVE-2022-3035was published
                        forsnipe/snipe-it(Composer)Aug 30, 2022",https://github.com/advisories/GHSA-rff2-vqm3-jpv5,2022
Drupal core arbitrary PHP code execution,2022-08-06 09:33:38+00:00,High,"CVE-2022-25277was published
                        fordrupal/core(Composer)Aug 6, 2022",https://github.com/advisories/GHSA-6955-67hm-vjjq,2022
Streamlit directory traversal vulnerability,2022-08-06 05:51:50+00:00,Moderate,"CVE-2022-35918was published
                        forstreamlit(pip)Aug 6, 2022",https://github.com/advisories/GHSA-v4hr-4jpx-56gc,2022
PostgreSQL JDBC Driver SQL Injection in ResultSet.refreshRow() with malicious column names,2022-08-06 05:51:38+00:00,High,"CVE-2022-31197was published
                        fororg.postgresql:postgresql(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-r38f-c4h4-hqq2,2022
DSpace ItemImportService API Vulnerable to Path Traversal in Simple Archive Format Package Import,2022-08-06 05:48:56+00:00,High,"CVE-2022-31195was published
                        fororg.dspace:dspace-api(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-8rmh-55h4-93h5,2022
JSPUI vulnerable to path traversal in submission (resumable) upload,2022-08-06 05:47:04+00:00,High,"CVE-2022-31194was published
                        fororg.dspace:dspace-jspui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-qp5m-c3m9-8q2p,2022
JSPUI's controlled vocabulary feature vulnerable to Open Redirect before v6.4 and v5.11,2022-08-06 05:46:49+00:00,High,"CVE-2022-31193was published
                        fororg.dspace:dspace-jspui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-763j-q7wv-vf3m,2022
"JSPUI Possible Cross Site Scripting in ""Request a Copy"" Feature",2022-08-06 05:46:27+00:00,High,"CVE-2022-31192was published
                        fororg.dspace:dspace-jspui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-4wm8-c2vv-xrpq,2022
JSPUI spellcheck and autocomplete tools vulnerable to Cross Site Scripting,2022-08-06 05:46:14+00:00,High,"CVE-2022-31191was published
                        fororg.dspace:dspace-jspui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-c558-5gfm-p2r8,2022
XMLUI's metadata of withdrawn Items is exposed to anonymous users,2022-08-06 05:40:16+00:00,Moderate,"CVE-2022-31190was published
                        fororg.dspace:dspace-xmlui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-7w85-pp86-p4pq,2022
"JSPUI's ""Internal System Error"" page prints exceptions and stack traces without sanitization",2022-08-06 05:39:46+00:00,Moderate,"CVE-2022-31189was published
                        fororg.dspace:dspace-jspui(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-c2j7-66m3-r4ff,2022
Solana Pay Vulnerable to Weakness in Transfer Validation Logic,2022-08-06 05:39:18+00:00,Moderate,"CVE-2022-35917was published
                        for@solana/pay(npm)Aug 6, 2022",https://github.com/advisories/GHSA-j47c-j42c-mwqq,2022
Drupal core Information Disclosure vulnerability,2022-08-06 05:31:26+00:00,High,"CVE-2022-25275was published
                        fordrupal/core(Composer)Aug 6, 2022",https://github.com/advisories/GHSA-xh3v-6f9j-wxw3,2022
untangle vulnerable to XML Entity Expansion,2022-08-06 05:30:56+00:00,High,"CVE-2022-33977was published
                        foruntangle(pip)Aug 6, 2022",https://github.com/advisories/GHSA-7xr3-6ggc-wc9p,2022
untangle vulnerable to Improper Restriction of XML External Entity Reference,2022-08-06 05:30:13+00:00,High,"CVE-2022-31471was published
                        foruntangle(pip)Aug 6, 2022",https://github.com/advisories/GHSA-f83q-2cp7-qrjg,2022
next-auth before v4.10.2 and v3.29.9 leaks excessive information into log,2022-08-06 05:29:45+00:00,Low,"CVE-2022-31186was published
                        fornext-auth(npm)Aug 6, 2022",https://github.com/advisories/GHSA-p6mm-27gq-9v3p,2022
sanic vulnerable to Path Traversal when using `app.static` if using encoded `%2F` URLs,2022-08-06 05:21:19+00:00,High,"CVE-2022-35920was published
                        forsanic(pip)Aug 6, 2022",https://github.com/advisories/GHSA-8cw9-5hmv-77w6,2022
Byobu user preference to prevent private discussions being started are not respected,2022-08-06 05:20:52+00:00,Low,"CVE-2022-35921was published
                        forfof/byobu(Composer)Aug 6, 2022",https://github.com/advisories/GHSA-6gjm-6wj6-4px5,2022
Rust-WebSocket memory allocation based on untrusted length,2022-08-06 05:20:00+00:00,High,"CVE-2022-35922was published
                        forwebsocket(Rust)Aug 6, 2022",https://github.com/advisories/GHSA-qrjv-rf5q-qpxc,2022
@acrontum/filesystem-template vulnerable to Command Injection due to fetchRepo API missing sanitization,2022-08-06 00:00:51+00:00,Critical,"CVE-2022-21186was published
                        for@acrontum/filesystem-template(npm)Aug 6, 2022",https://github.com/advisories/GHSA-m2fc-9h5m-29cm,2022
administrate vulnerable to Cross-Site Request Forgery,2022-08-06 00:00:47+00:00,Moderate,"CVE-2016-3098was published
                        foradministrate(RubyGems)Aug 6, 2022",https://github.com/advisories/GHSA-cc8c-26rj-v2vx,2022
Moodle XSS Vulnerability,2022-08-06 00:00:47+00:00,Moderate,"CVE-2020-1691was published
                        formoodle/moodle(Composer)Aug 6, 2022",https://github.com/advisories/GHSA-cwhp-rqfr-8462,2022
Undertow vulnerable to Dos via Large AJP request,2022-08-06 00:00:46+00:00,High,"CVE-2022-2053was published
                        forio.undertow:undertow-core(Maven)Aug 6, 2022",https://github.com/advisories/GHSA-95rf-557x-44g5,2022
Keycloak allows arbitrary Javascript to be uploaded for SAML protocol mapper even if UPLOAD_SCRIPTS feature disabled,2022-08-06 00:00:42+00:00,High,"GHSA-q2gp-gph3-88x9was published
                        fororg.keycloak:keycloak-saml-core(Maven)Aug 6, 2022•withdrawn",https://github.com/advisories/GHSA-q2gp-gph3-88x9,2022
Go Ethereum allows attackers to use manipulation of time-difference values to achieve replacement of main-chain blocks,2022-08-06 00:00:36+00:00,Moderate,"CVE-2022-37450was published
                        forgithub.com/ethereum/go-ethereum(Go)Aug 6, 2022",https://github.com/advisories/GHSA-rqmg-hrg4-fm69,2022
Apache JSPWiki CSRF due to crafted invocation on the Image plugin,2022-08-05 00:00:31+00:00,High,"CVE-2022-34158was published
                        fororg.apache.jspwiki:jspwiki-main(Maven)Aug 5, 2022",https://github.com/advisories/GHSA-jp3m-p26h-mm7v,2022
Flask-AppBuilder before v4.1.3 allows inference of sensitive information through query strings,2022-07-29 22:28:12+00:00,Low,"CVE-2022-31177was published
                        forFlask-AppBuilder(pip)Jul 29, 2022",https://github.com/advisories/GHSA-32ff-4g79-vgfc,2022
PrestaShop eval injection possible if shop vulnerable to SQL injection,2022-07-29 22:27:27+00:00,Critical,"CVE-2022-31181was published
                        forprestashop/prestashop(Composer)Jul 29, 2022",https://github.com/advisories/GHSA-hrgx-p36p-89q4,2022
Scrapy before v2.6.2 and v1.8.3 vulnerable to one proxy sending credentials to another,2022-07-29 22:26:57+00:00,Moderate,"GHSA-9x8m-2xpf-crp3was published
                        forscrapy(pip)Jul 29, 2022",https://github.com/advisories/GHSA-9x8m-2xpf-crp3,2022
mezzio-swoole Applications Using Diactoros Vulnerable to HTTP Host Header Attack,2022-07-29 22:26:10+00:00,High,"GHSA-c8rp-cgf4-937wwas published
                        formezzio/mezzio-swoole(Composer)Jul 29, 2022",https://github.com/advisories/GHSA-c8rp-cgf4-937w,2022
fs2-io skips mTLS client verification,2022-07-29 22:24:10+00:00,Critical,"CVE-2022-31183was published
                        forco.fs2:fs2-io(Maven)Jul 29, 2022",https://github.com/advisories/GHSA-2cpx-6pqp-wf35,2022
async-graphql / async-graphql - @DOS GraphQL Nested Fragments overflow,2022-07-29 22:22:27+00:00,High,"GHSA-xq3c-8gqm-v648was published
                        forasync-graphql(Rust)Jul 29, 2022",https://github.com/advisories/GHSA-xq3c-8gqm-v648,2022
check-spelling workflow vulnerable to token leakage via symlink attack,2022-07-29 19:56:34+00:00,Critical,"CVE-2021-32724was published
                        forcheck-spelling/check-spelling(GitHub Actions)Jul 29, 2022",https://github.com/advisories/GHSA-g86g-chm8-7r2p,2022
Feehi CMS Cross-site Scripting,2022-07-29 00:00:47+00:00,Moderate,"CVE-2022-34140was published
                        forfeehi/cms(Composer)Jul 29, 2022",https://github.com/advisories/GHSA-25q6-m425-9fqr,2022
